,date,hebrewDate,hebrewMonth,hebrewYear
3478,2010-07-11,"(5770, 4, 29)",TAMMUZ,5770
3479,2010-07-12,"(5770, 5, 1)",AV,5770
3480,2010-07-13,"(5770, 5, 2)",AV,5770
3481,2010-07-14,"(5770, 5, 3)",AV,5770
3482,2010-07-15,"(5770, 5, 4)",AV,5770
3483,2010-07-16,"(5770, 5, 5)",AV,5770
3484,2010-07-17,"(5770, 5, 6)",AV,5770
3485,2010-07-18,"(5770, 5, 7)",AV,5770
3486,2010-07-19,"(5770, 5, 8)",AV,5770
3487,2010-07-20,"(5770, 5, 9)",AV,5770
3488,2010-07-21,"(5770, 5, 10)",AV,5770
3489,2010-07-22,"(5770, 5, 11)",AV,5770
3490,2010-07-23,"(5770, 5, 12)",AV,5770
3491,2010-07-24,"(5770, 5, 13)",AV,5770
3492,2010-07-25,"(5770, 5, 14)",AV,5770
3493,2010-07-26,"(5770, 5, 15)",AV,5770
3494,2010-07-27,"(5770, 5, 16)",AV,5770
3495,2010-07-28,"(5770, 5, 17)",AV,5770
3496,2010-07-29,"(5770, 5, 18)",AV,5770
3497,2010-07-30,"(5770, 5, 19)",AV,5770
3498,2010-07-31,"(5770, 5, 20)",AV,5770
3499,2010-08-01,"(5770, 5, 21)",AV,5770
3500,2010-08-02,"(5770, 5, 22)",AV,5770
3501,2010-08-03,"(5770, 5, 23)",AV,5770
3502,2010-08-04,"(5770, 5, 24)",AV,5770
3503,2010-08-05,"(5770, 5, 25)",AV,5770
3504,2010-08-06,"(5770, 5, 26)",AV,5770
3505,2010-08-07,"(5770, 5, 27)",AV,5770
3506,2010-08-08,"(5770, 5, 28)",AV,5770
3507,2010-08-09,"(5770, 5, 29)",AV,5770
3508,2010-08-10,"(5770, 5, 30)",AV,5770
3509,2010-08-11,"(5770, 6, 1)",ELUL,5770
3510,2010-08-12,"(5770, 6, 2)",ELUL,5770
3511,2010-08-13,"(5770, 6, 3)",ELUL,5770
3512,2010-08-14,"(5770, 6, 4)",ELUL,5770
3513,2010-08-15,"(5770, 6, 5)",ELUL,5770
3514,2010-08-16,"(5770, 6, 6)",ELUL,5770
3515,2010-08-17,"(5770, 6, 7)",ELUL,5770
3516,2010-08-18,"(5770, 6, 8)",ELUL,5770
3517,2010-08-19,"(5770, 6, 9)",ELUL,5770
3518,2010-08-20,"(5770, 6, 10)",ELUL,5770
3519,2010-08-21,"(5770, 6, 11)",ELUL,5770
3520,2010-08-22,"(5770, 6, 12)",ELUL,5770
3521,2010-08-23,"(5770, 6, 13)",ELUL,5770
3522,2010-08-24,"(5770, 6, 14)",ELUL,5770
3523,2010-08-25,"(5770, 6, 15)",ELUL,5770
3524,2010-08-26,"(5770, 6, 16)",ELUL,5770
3525,2010-08-27,"(5770, 6, 17)",ELUL,5770
3526,2010-08-28,"(5770, 6, 18)",ELUL,5770
3527,2010-08-29,"(5770, 6, 19)",ELUL,5770
3528,2010-08-30,"(5770, 6, 20)",ELUL,5770
3529,2010-08-31,"(5770, 6, 21)",ELUL,5770
3530,2010-09-01,"(5770, 6, 22)",ELUL,5770
3531,2010-09-02,"(5770, 6, 23)",ELUL,5770
3532,2010-09-03,"(5770, 6, 24)",ELUL,5770
3533,2010-09-04,"(5770, 6, 25)",ELUL,5770
3534,2010-09-05,"(5770, 6, 26)",ELUL,5770
3535,2010-09-06,"(5770, 6, 27)",ELUL,5770
3536,2010-09-07,"(5770, 6, 28)",ELUL,5770
3537,2010-09-08,"(5770, 6, 29)",ELUL,5770
3538,2010-09-09,"(5771, 7, 1)",TISHRI,5771
3539,2010-09-10,"(5771, 7, 2)",TISHRI,5771
3540,2010-09-11,"(5771, 7, 3)",TISHRI,5771
3541,2010-09-12,"(5771, 7, 4)",TISHRI,5771
3542,2010-09-13,"(5771, 7, 5)",TISHRI,5771
3543,2010-09-14,"(5771, 7, 6)",TISHRI,5771
3544,2010-09-15,"(5771, 7, 7)",TISHRI,5771
3545,2010-09-16,"(5771, 7, 8)",TISHRI,5771
3546,2010-09-17,"(5771, 7, 9)",TISHRI,5771
3547,2010-09-18,"(5771, 7, 10)",TISHRI,5771
3548,2010-09-19,"(5771, 7, 11)",TISHRI,5771
3549,2010-09-20,"(5771, 7, 12)",TISHRI,5771
3550,2010-09-21,"(5771, 7, 13)",TISHRI,5771
3551,2010-09-22,"(5771, 7, 14)",TISHRI,5771
3552,2010-09-23,"(5771, 7, 15)",TISHRI,5771
3553,2010-09-24,"(5771, 7, 16)",TISHRI,5771
3554,2010-09-25,"(5771, 7, 17)",TISHRI,5771
3555,2010-09-26,"(5771, 7, 18)",TISHRI,5771
3556,2010-09-27,"(5771, 7, 19)",TISHRI,5771
3557,2010-09-28,"(5771, 7, 20)",TISHRI,5771
3558,2010-09-29,"(5771, 7, 21)",TISHRI,5771
3559,2010-09-30,"(5771, 7, 22)",TISHRI,5771
3560,2010-10-01,"(5771, 7, 23)",TISHRI,5771
3561,2010-10-02,"(5771, 7, 24)",TISHRI,5771
3562,2010-10-03,"(5771, 7, 25)",TISHRI,5771
3563,2010-10-04,"(5771, 7, 26)",TISHRI,5771
3564,2010-10-05,"(5771, 7, 27)",TISHRI,5771
3565,2010-10-06,"(5771, 7, 28)",TISHRI,5771
3566,2010-10-07,"(5771, 7, 29)",TISHRI,5771
3567,2010-10-08,"(5771, 7, 30)",TISHRI,5771
3568,2010-10-09,"(5771, 8, 1)",HESHVAN,5771
3569,2010-10-10,"(5771, 8, 2)",HESHVAN,5771
3570,2010-10-11,"(5771, 8, 3)",HESHVAN,5771
3571,2010-10-12,"(5771, 8, 4)",HESHVAN,5771
3572,2010-10-13,"(5771, 8, 5)",HESHVAN,5771
3573,2010-10-14,"(5771, 8, 6)",HESHVAN,5771
3574,2010-10-15,"(5771, 8, 7)",HESHVAN,5771
3575,2010-10-16,"(5771, 8, 8)",HESHVAN,5771
3576,2010-10-17,"(5771, 8, 9)",HESHVAN,5771
3577,2010-10-18,"(5771, 8, 10)",HESHVAN,5771
3578,2010-10-19,"(5771, 8, 11)",HESHVAN,5771
3579,2010-10-20,"(5771, 8, 12)",HESHVAN,5771
3580,2010-10-21,"(5771, 8, 13)",HESHVAN,5771
3581,2010-10-22,"(5771, 8, 14)",HESHVAN,5771
3582,2010-10-23,"(5771, 8, 15)",HESHVAN,5771
3583,2010-10-24,"(5771, 8, 16)",HESHVAN,5771
3584,2010-10-25,"(5771, 8, 17)",HESHVAN,5771
3585,2010-10-26,"(5771, 8, 18)",HESHVAN,5771
3586,2010-10-27,"(5771, 8, 19)",HESHVAN,5771
3587,2010-10-28,"(5771, 8, 20)",HESHVAN,5771
3588,2010-10-29,"(5771, 8, 21)",HESHVAN,5771
3589,2010-10-30,"(5771, 8, 22)",HESHVAN,5771
3590,2010-10-31,"(5771, 8, 23)",HESHVAN,5771
3591,2010-11-01,"(5771, 8, 24)",HESHVAN,5771
3592,2010-11-02,"(5771, 8, 25)",HESHVAN,5771
3593,2010-11-03,"(5771, 8, 26)",HESHVAN,5771
3594,2010-11-04,"(5771, 8, 27)",HESHVAN,5771
3595,2010-11-05,"(5771, 8, 28)",HESHVAN,5771
3596,2010-11-06,"(5771, 8, 29)",HESHVAN,5771
3597,2010-11-07,"(5771, 8, 30)",HESHVAN,5771
3598,2010-11-08,"(5771, 9, 1)",KISLEV,5771
3599,2010-11-09,"(5771, 9, 2)",KISLEV,5771
3600,2010-11-10,"(5771, 9, 3)",KISLEV,5771
3601,2010-11-11,"(5771, 9, 4)",KISLEV,5771
3602,2010-11-12,"(5771, 9, 5)",KISLEV,5771
3603,2010-11-13,"(5771, 9, 6)",KISLEV,5771
3604,2010-11-14,"(5771, 9, 7)",KISLEV,5771
3605,2010-11-15,"(5771, 9, 8)",KISLEV,5771
3606,2010-11-16,"(5771, 9, 9)",KISLEV,5771
3607,2010-11-17,"(5771, 9, 10)",KISLEV,5771
3608,2010-11-18,"(5771, 9, 11)",KISLEV,5771
3609,2010-11-19,"(5771, 9, 12)",KISLEV,5771
3610,2010-11-20,"(5771, 9, 13)",KISLEV,5771
3611,2010-11-21,"(5771, 9, 14)",KISLEV,5771
3612,2010-11-22,"(5771, 9, 15)",KISLEV,5771
3613,2010-11-23,"(5771, 9, 16)",KISLEV,5771
3614,2010-11-24,"(5771, 9, 17)",KISLEV,5771
3615,2010-11-25,"(5771, 9, 18)",KISLEV,5771
3616,2010-11-26,"(5771, 9, 19)",KISLEV,5771
3617,2010-11-27,"(5771, 9, 20)",KISLEV,5771
3618,2010-11-28,"(5771, 9, 21)",KISLEV,5771
3619,2010-11-29,"(5771, 9, 22)",KISLEV,5771
3620,2010-11-30,"(5771, 9, 23)",KISLEV,5771
3621,2010-12-01,"(5771, 9, 24)",KISLEV,5771
3622,2010-12-02,"(5771, 9, 25)",KISLEV,5771
3623,2010-12-03,"(5771, 9, 26)",KISLEV,5771
3624,2010-12-04,"(5771, 9, 27)",KISLEV,5771
3625,2010-12-05,"(5771, 9, 28)",KISLEV,5771
3626,2010-12-06,"(5771, 9, 29)",KISLEV,5771
3627,2010-12-07,"(5771, 9, 30)",KISLEV,5771
3628,2010-12-08,"(5771, 10, 1)",TEVETH,5771
3629,2010-12-09,"(5771, 10, 2)",TEVETH,5771
3630,2010-12-10,"(5771, 10, 3)",TEVETH,5771
3631,2010-12-11,"(5771, 10, 4)",TEVETH,5771
3632,2010-12-12,"(5771, 10, 5)",TEVETH,5771
3633,2010-12-13,"(5771, 10, 6)",TEVETH,5771
3634,2010-12-14,"(5771, 10, 7)",TEVETH,5771
3635,2010-12-15,"(5771, 10, 8)",TEVETH,5771
3636,2010-12-16,"(5771, 10, 9)",TEVETH,5771
3637,2010-12-17,"(5771, 10, 10)",TEVETH,5771
3638,2010-12-18,"(5771, 10, 11)",TEVETH,5771
3639,2010-12-19,"(5771, 10, 12)",TEVETH,5771
3640,2010-12-20,"(5771, 10, 13)",TEVETH,5771
3641,2010-12-21,"(5771, 10, 14)",TEVETH,5771
3642,2010-12-22,"(5771, 10, 15)",TEVETH,5771
3643,2010-12-23,"(5771, 10, 16)",TEVETH,5771
3644,2010-12-24,"(5771, 10, 17)",TEVETH,5771
3645,2010-12-25,"(5771, 10, 18)",TEVETH,5771
3646,2010-12-26,"(5771, 10, 19)",TEVETH,5771
3647,2010-12-27,"(5771, 10, 20)",TEVETH,5771
3648,2010-12-28,"(5771, 10, 21)",TEVETH,5771
3649,2010-12-29,"(5771, 10, 22)",TEVETH,5771
3650,2010-12-30,"(5771, 10, 23)",TEVETH,5771
3651,2010-12-31,"(5771, 10, 24)",TEVETH,5771
3652,2011-01-01,"(5771, 10, 25)",TEVETH,5771
3653,2011-01-02,"(5771, 10, 26)",TEVETH,5771
3654,2011-01-03,"(5771, 10, 27)",TEVETH,5771
3655,2011-01-04,"(5771, 10, 28)",TEVETH,5771
3656,2011-01-05,"(5771, 10, 29)",TEVETH,5771
3657,2011-01-06,"(5771, 11, 1)",SHEVAT,5771
3658,2011-01-07,"(5771, 11, 2)",SHEVAT,5771
3659,2011-01-08,"(5771, 11, 3)",SHEVAT,5771
3660,2011-01-09,"(5771, 11, 4)",SHEVAT,5771
3661,2011-01-10,"(5771, 11, 5)",SHEVAT,5771
3662,2011-01-11,"(5771, 11, 6)",SHEVAT,5771
3663,2011-01-12,"(5771, 11, 7)",SHEVAT,5771
3664,2011-01-13,"(5771, 11, 8)",SHEVAT,5771
3665,2011-01-14,"(5771, 11, 9)",SHEVAT,5771
3666,2011-01-15,"(5771, 11, 10)",SHEVAT,5771
3667,2011-01-16,"(5771, 11, 11)",SHEVAT,5771
3668,2011-01-17,"(5771, 11, 12)",SHEVAT,5771
3669,2011-01-18,"(5771, 11, 13)",SHEVAT,5771
3670,2011-01-19,"(5771, 11, 14)",SHEVAT,5771
3671,2011-01-20,"(5771, 11, 15)",SHEVAT,5771
3672,2011-01-21,"(5771, 11, 16)",SHEVAT,5771
3673,2011-01-22,"(5771, 11, 17)",SHEVAT,5771
3674,2011-01-23,"(5771, 11, 18)",SHEVAT,5771
3675,2011-01-24,"(5771, 11, 19)",SHEVAT,5771
3676,2011-01-25,"(5771, 11, 20)",SHEVAT,5771
3677,2011-01-26,"(5771, 11, 21)",SHEVAT,5771
3678,2011-01-27,"(5771, 11, 22)",SHEVAT,5771
3679,2011-01-28,"(5771, 11, 23)",SHEVAT,5771
3680,2011-01-29,"(5771, 11, 24)",SHEVAT,5771
3681,2011-01-30,"(5771, 11, 25)",SHEVAT,5771
3682,2011-01-31,"(5771, 11, 26)",SHEVAT,5771
3683,2011-02-01,"(5771, 11, 27)",SHEVAT,5771
3684,2011-02-02,"(5771, 11, 28)",SHEVAT,5771
3685,2011-02-03,"(5771, 11, 29)",SHEVAT,5771
3686,2011-02-04,"(5771, 11, 30)",SHEVAT,5771
3687,2011-02-05,"(5771, 12, 1)",ADAR,5771
3688,2011-02-06,"(5771, 12, 2)",ADAR,5771
3689,2011-02-07,"(5771, 12, 3)",ADAR,5771
3690,2011-02-08,"(5771, 12, 4)",ADAR,5771
3691,2011-02-09,"(5771, 12, 5)",ADAR,5771
3692,2011-02-10,"(5771, 12, 6)",ADAR,5771
3693,2011-02-11,"(5771, 12, 7)",ADAR,5771
3694,2011-02-12,"(5771, 12, 8)",ADAR,5771
3695,2011-02-13,"(5771, 12, 9)",ADAR,5771
3696,2011-02-14,"(5771, 12, 10)",ADAR,5771
3697,2011-02-15,"(5771, 12, 11)",ADAR,5771
3698,2011-02-16,"(5771, 12, 12)",ADAR,5771
3699,2011-02-17,"(5771, 12, 13)",ADAR,5771
3700,2011-02-18,"(5771, 12, 14)",ADAR,5771
3701,2011-02-19,"(5771, 12, 15)",ADAR,5771
3702,2011-02-20,"(5771, 12, 16)",ADAR,5771
3703,2011-02-21,"(5771, 12, 17)",ADAR,5771
3704,2011-02-22,"(5771, 12, 18)",ADAR,5771
3705,2011-02-23,"(5771, 12, 19)",ADAR,5771
3706,2011-02-24,"(5771, 12, 20)",ADAR,5771
3707,2011-02-25,"(5771, 12, 21)",ADAR,5771
3708,2011-02-26,"(5771, 12, 22)",ADAR,5771
3709,2011-02-27,"(5771, 12, 23)",ADAR,5771
3710,2011-02-28,"(5771, 12, 24)",ADAR,5771
3711,2011-03-01,"(5771, 12, 25)",ADAR,5771
3712,2011-03-02,"(5771, 12, 26)",ADAR,5771
3713,2011-03-03,"(5771, 12, 27)",ADAR,5771
3714,2011-03-04,"(5771, 12, 28)",ADAR,5771
3715,2011-03-05,"(5771, 12, 29)",ADAR,5771
3716,2011-03-06,"(5771, 12, 30)",ADAR,5771
3717,2011-03-07,"(5771, 13, 1)",VEADAR,5771
3718,2011-03-08,"(5771, 13, 2)",VEADAR,5771
3719,2011-03-09,"(5771, 13, 3)",VEADAR,5771
3720,2011-03-10,"(5771, 13, 4)",VEADAR,5771
3721,2011-03-11,"(5771, 13, 5)",VEADAR,5771
3722,2011-03-12,"(5771, 13, 6)",VEADAR,5771
3723,2011-03-13,"(5771, 13, 7)",VEADAR,5771
3724,2011-03-14,"(5771, 13, 8)",VEADAR,5771
3725,2011-03-15,"(5771, 13, 9)",VEADAR,5771
3726,2011-03-16,"(5771, 13, 10)",VEADAR,5771
3727,2011-03-17,"(5771, 13, 11)",VEADAR,5771
3728,2011-03-18,"(5771, 13, 12)",VEADAR,5771
3729,2011-03-19,"(5771, 13, 13)",VEADAR,5771
3730,2011-03-20,"(5771, 13, 14)",VEADAR,5771
3731,2011-03-21,"(5771, 13, 15)",VEADAR,5771
3732,2011-03-22,"(5771, 13, 16)",VEADAR,5771
3733,2011-03-23,"(5771, 13, 17)",VEADAR,5771
3734,2011-03-24,"(5771, 13, 18)",VEADAR,5771
3735,2011-03-25,"(5771, 13, 19)",VEADAR,5771
3736,2011-03-26,"(5771, 13, 20)",VEADAR,5771
3737,2011-03-27,"(5771, 13, 21)",VEADAR,5771
3738,2011-03-28,"(5771, 13, 22)",VEADAR,5771
3739,2011-03-29,"(5771, 13, 23)",VEADAR,5771
3740,2011-03-30,"(5771, 13, 24)",VEADAR,5771
3741,2011-03-31,"(5771, 13, 25)",VEADAR,5771
3742,2011-04-01,"(5771, 13, 26)",VEADAR,5771
3743,2011-04-02,"(5771, 13, 27)",VEADAR,5771
3744,2011-04-03,"(5771, 13, 28)",VEADAR,5771
3745,2011-04-04,"(5771, 13, 29)",VEADAR,5771
3746,2011-04-05,"(5771, 1, 1)",NISAN,5771
3747,2011-04-06,"(5771, 1, 2)",NISAN,5771
3748,2011-04-07,"(5771, 1, 3)",NISAN,5771
3749,2011-04-08,"(5771, 1, 4)",NISAN,5771
3750,2011-04-09,"(5771, 1, 5)",NISAN,5771
3751,2011-04-10,"(5771, 1, 6)",NISAN,5771
3752,2011-04-11,"(5771, 1, 7)",NISAN,5771
3753,2011-04-12,"(5771, 1, 8)",NISAN,5771
3754,2011-04-13,"(5771, 1, 9)",NISAN,5771
3755,2011-04-14,"(5771, 1, 10)",NISAN,5771
3756,2011-04-15,"(5771, 1, 11)",NISAN,5771
3757,2011-04-16,"(5771, 1, 12)",NISAN,5771
3758,2011-04-17,"(5771, 1, 13)",NISAN,5771
3759,2011-04-18,"(5771, 1, 14)",NISAN,5771
3760,2011-04-19,"(5771, 1, 15)",NISAN,5771
3761,2011-04-20,"(5771, 1, 16)",NISAN,5771
3762,2011-04-21,"(5771, 1, 17)",NISAN,5771
3763,2011-04-22,"(5771, 1, 18)",NISAN,5771
3764,2011-04-23,"(5771, 1, 19)",NISAN,5771
3765,2011-04-24,"(5771, 1, 20)",NISAN,5771
3766,2011-04-25,"(5771, 1, 21)",NISAN,5771
3767,2011-04-26,"(5771, 1, 22)",NISAN,5771
3768,2011-04-27,"(5771, 1, 23)",NISAN,5771
3769,2011-04-28,"(5771, 1, 24)",NISAN,5771
3770,2011-04-29,"(5771, 1, 25)",NISAN,5771
3771,2011-04-30,"(5771, 1, 26)",NISAN,5771
3772,2011-05-01,"(5771, 1, 27)",NISAN,5771
3773,2011-05-02,"(5771, 1, 28)",NISAN,5771
3774,2011-05-03,"(5771, 1, 29)",NISAN,5771
3775,2011-05-04,"(5771, 1, 30)",NISAN,5771
3776,2011-05-05,"(5771, 2, 1)",IYYAR,5771
3777,2011-05-06,"(5771, 2, 2)",IYYAR,5771
3778,2011-05-07,"(5771, 2, 3)",IYYAR,5771
3779,2011-05-08,"(5771, 2, 4)",IYYAR,5771
3780,2011-05-09,"(5771, 2, 5)",IYYAR,5771
3781,2011-05-10,"(5771, 2, 6)",IYYAR,5771
3782,2011-05-11,"(5771, 2, 7)",IYYAR,5771
3783,2011-05-12,"(5771, 2, 8)",IYYAR,5771
3784,2011-05-13,"(5771, 2, 9)",IYYAR,5771
3785,2011-05-14,"(5771, 2, 10)",IYYAR,5771
3786,2011-05-15,"(5771, 2, 11)",IYYAR,5771
3787,2011-05-16,"(5771, 2, 12)",IYYAR,5771
3788,2011-05-17,"(5771, 2, 13)",IYYAR,5771
3789,2011-05-18,"(5771, 2, 14)",IYYAR,5771
3790,2011-05-19,"(5771, 2, 15)",IYYAR,5771
3791,2011-05-20,"(5771, 2, 16)",IYYAR,5771
3792,2011-05-21,"(5771, 2, 17)",IYYAR,5771
3793,2011-05-22,"(5771, 2, 18)",IYYAR,5771
3794,2011-05-23,"(5771, 2, 19)",IYYAR,5771
3795,2011-05-24,"(5771, 2, 20)",IYYAR,5771
3796,2011-05-25,"(5771, 2, 21)",IYYAR,5771
3797,2011-05-26,"(5771, 2, 22)",IYYAR,5771
3798,2011-05-27,"(5771, 2, 23)",IYYAR,5771
3799,2011-05-28,"(5771, 2, 24)",IYYAR,5771
3800,2011-05-29,"(5771, 2, 25)",IYYAR,5771
3801,2011-05-30,"(5771, 2, 26)",IYYAR,5771
3802,2011-05-31,"(5771, 2, 27)",IYYAR,5771
3803,2011-06-01,"(5771, 2, 28)",IYYAR,5771
3804,2011-06-02,"(5771, 2, 29)",IYYAR,5771
3805,2011-06-03,"(5771, 3, 1)",SIVAN,5771
3806,2011-06-04,"(5771, 3, 2)",SIVAN,5771
3807,2011-06-05,"(5771, 3, 3)",SIVAN,5771
3808,2011-06-06,"(5771, 3, 4)",SIVAN,5771
3809,2011-06-07,"(5771, 3, 5)",SIVAN,5771
3810,2011-06-08,"(5771, 3, 6)",SIVAN,5771
3811,2011-06-09,"(5771, 3, 7)",SIVAN,5771
3812,2011-06-10,"(5771, 3, 8)",SIVAN,5771
3813,2011-06-11,"(5771, 3, 9)",SIVAN,5771
3814,2011-06-12,"(5771, 3, 10)",SIVAN,5771
3815,2011-06-13,"(5771, 3, 11)",SIVAN,5771
3816,2011-06-14,"(5771, 3, 12)",SIVAN,5771
3817,2011-06-15,"(5771, 3, 13)",SIVAN,5771
3818,2011-06-16,"(5771, 3, 14)",SIVAN,5771
3819,2011-06-17,"(5771, 3, 15)",SIVAN,5771
3820,2011-06-18,"(5771, 3, 16)",SIVAN,5771
3821,2011-06-19,"(5771, 3, 17)",SIVAN,5771
3822,2011-06-20,"(5771, 3, 18)",SIVAN,5771
3823,2011-06-21,"(5771, 3, 19)",SIVAN,5771
3824,2011-06-22,"(5771, 3, 20)",SIVAN,5771
3825,2011-06-23,"(5771, 3, 21)",SIVAN,5771
3826,2011-06-24,"(5771, 3, 22)",SIVAN,5771
3827,2011-06-25,"(5771, 3, 23)",SIVAN,5771
3828,2011-06-26,"(5771, 3, 24)",SIVAN,5771
3829,2011-06-27,"(5771, 3, 25)",SIVAN,5771
3830,2011-06-28,"(5771, 3, 26)",SIVAN,5771
3831,2011-06-29,"(5771, 3, 27)",SIVAN,5771
3832,2011-06-30,"(5771, 3, 28)",SIVAN,5771
3833,2011-07-01,"(5771, 3, 29)",SIVAN,5771
3834,2011-07-02,"(5771, 3, 30)",SIVAN,5771
3835,2011-07-03,"(5771, 4, 1)",TAMMUZ,5771
3836,2011-07-04,"(5771, 4, 2)",TAMMUZ,5771
3837,2011-07-05,"(5771, 4, 3)",TAMMUZ,5771
3838,2011-07-06,"(5771, 4, 4)",TAMMUZ,5771
3839,2011-07-07,"(5771, 4, 5)",TAMMUZ,5771
3840,2011-07-08,"(5771, 4, 6)",TAMMUZ,5771
3841,2011-07-09,"(5771, 4, 7)",TAMMUZ,5771
3842,2011-07-10,"(5771, 4, 8)",TAMMUZ,5771
3843,2011-07-11,"(5771, 4, 9)",TAMMUZ,5771
3844,2011-07-12,"(5771, 4, 10)",TAMMUZ,5771
3845,2011-07-13,"(5771, 4, 11)",TAMMUZ,5771
3846,2011-07-14,"(5771, 4, 12)",TAMMUZ,5771
3847,2011-07-15,"(5771, 4, 13)",TAMMUZ,5771
3848,2011-07-16,"(5771, 4, 14)",TAMMUZ,5771
3849,2011-07-17,"(5771, 4, 15)",TAMMUZ,5771
3850,2011-07-18,"(5771, 4, 16)",TAMMUZ,5771
3851,2011-07-19,"(5771, 4, 17)",TAMMUZ,5771
3852,2011-07-20,"(5771, 4, 18)",TAMMUZ,5771
3853,2011-07-21,"(5771, 4, 19)",TAMMUZ,5771
3854,2011-07-22,"(5771, 4, 20)",TAMMUZ,5771
3855,2011-07-23,"(5771, 4, 21)",TAMMUZ,5771
3856,2011-07-24,"(5771, 4, 22)",TAMMUZ,5771
3857,2011-07-25,"(5771, 4, 23)",TAMMUZ,5771
3858,2011-07-26,"(5771, 4, 24)",TAMMUZ,5771
3859,2011-07-27,"(5771, 4, 25)",TAMMUZ,5771
3860,2011-07-28,"(5771, 4, 26)",TAMMUZ,5771
3861,2011-07-29,"(5771, 4, 27)",TAMMUZ,5771
3862,2011-07-30,"(5771, 4, 28)",TAMMUZ,5771
3863,2011-07-31,"(5771, 4, 29)",TAMMUZ,5771
3864,2011-08-01,"(5771, 5, 1)",AV,5771
3865,2011-08-02,"(5771, 5, 2)",AV,5771
3866,2011-08-03,"(5771, 5, 3)",AV,5771
3867,2011-08-04,"(5771, 5, 4)",AV,5771
3868,2011-08-05,"(5771, 5, 5)",AV,5771
3869,2011-08-06,"(5771, 5, 6)",AV,5771
3870,2011-08-07,"(5771, 5, 7)",AV,5771
3871,2011-08-08,"(5771, 5, 8)",AV,5771
3872,2011-08-09,"(5771, 5, 9)",AV,5771
3873,2011-08-10,"(5771, 5, 10)",AV,5771
3874,2011-08-11,"(5771, 5, 11)",AV,5771
3875,2011-08-12,"(5771, 5, 12)",AV,5771
3876,2011-08-13,"(5771, 5, 13)",AV,5771
3877,2011-08-14,"(5771, 5, 14)",AV,5771
3878,2011-08-15,"(5771, 5, 15)",AV,5771
3879,2011-08-16,"(5771, 5, 16)",AV,5771
3880,2011-08-17,"(5771, 5, 17)",AV,5771
3881,2011-08-18,"(5771, 5, 18)",AV,5771
3882,2011-08-19,"(5771, 5, 19)",AV,5771
3883,2011-08-20,"(5771, 5, 20)",AV,5771
3884,2011-08-21,"(5771, 5, 21)",AV,5771
3885,2011-08-22,"(5771, 5, 22)",AV,5771
3886,2011-08-23,"(5771, 5, 23)",AV,5771
3887,2011-08-24,"(5771, 5, 24)",AV,5771
3888,2011-08-25,"(5771, 5, 25)",AV,5771
3889,2011-08-26,"(5771, 5, 26)",AV,5771
3890,2011-08-27,"(5771, 5, 27)",AV,5771
3891,2011-08-28,"(5771, 5, 28)",AV,5771
3892,2011-08-29,"(5771, 5, 29)",AV,5771
3893,2011-08-30,"(5771, 5, 30)",AV,5771
3894,2011-08-31,"(5771, 6, 1)",ELUL,5771
3895,2011-09-01,"(5771, 6, 2)",ELUL,5771
3896,2011-09-02,"(5771, 6, 3)",ELUL,5771
3897,2011-09-03,"(5771, 6, 4)",ELUL,5771
3898,2011-09-04,"(5771, 6, 5)",ELUL,5771
3899,2011-09-05,"(5771, 6, 6)",ELUL,5771
3900,2011-09-06,"(5771, 6, 7)",ELUL,5771
3901,2011-09-07,"(5771, 6, 8)",ELUL,5771
3902,2011-09-08,"(5771, 6, 9)",ELUL,5771
3903,2011-09-09,"(5771, 6, 10)",ELUL,5771
3904,2011-09-10,"(5771, 6, 11)",ELUL,5771
3905,2011-09-11,"(5771, 6, 12)",ELUL,5771
3906,2011-09-12,"(5771, 6, 13)",ELUL,5771
3907,2011-09-13,"(5771, 6, 14)",ELUL,5771
3908,2011-09-14,"(5771, 6, 15)",ELUL,5771
3909,2011-09-15,"(5771, 6, 16)",ELUL,5771
3910,2011-09-16,"(5771, 6, 17)",ELUL,5771
3911,2011-09-17,"(5771, 6, 18)",ELUL,5771
3912,2011-09-18,"(5771, 6, 19)",ELUL,5771
3913,2011-09-19,"(5771, 6, 20)",ELUL,5771
3914,2011-09-20,"(5771, 6, 21)",ELUL,5771
3915,2011-09-21,"(5771, 6, 22)",ELUL,5771
3916,2011-09-22,"(5771, 6, 23)",ELUL,5771
3917,2011-09-23,"(5771, 6, 24)",ELUL,5771
3918,2011-09-24,"(5771, 6, 25)",ELUL,5771
3919,2011-09-25,"(5771, 6, 26)",ELUL,5771
3920,2011-09-26,"(5771, 6, 27)",ELUL,5771
3921,2011-09-27,"(5771, 6, 28)",ELUL,5771
3922,2011-09-28,"(5771, 6, 29)",ELUL,5771
3923,2011-09-29,"(5772, 7, 1)",TISHRI,5772
3924,2011-09-30,"(5772, 7, 2)",TISHRI,5772
3925,2011-10-01,"(5772, 7, 3)",TISHRI,5772
3926,2011-10-02,"(5772, 7, 4)",TISHRI,5772
3927,2011-10-03,"(5772, 7, 5)",TISHRI,5772
3928,2011-10-04,"(5772, 7, 6)",TISHRI,5772
3929,2011-10-05,"(5772, 7, 7)",TISHRI,5772
3930,2011-10-06,"(5772, 7, 8)",TISHRI,5772
3931,2011-10-07,"(5772, 7, 9)",TISHRI,5772
3932,2011-10-08,"(5772, 7, 10)",TISHRI,5772
3933,2011-10-09,"(5772, 7, 11)",TISHRI,5772
